counter,status,resp_time,value_first
0,Good,0.563
1,Good,0.602
2,Good,0.667
3,Good,0.681
4,Good,0.622
5,Good,0.605
6,Good,0.587
7,Good,0.633
8,Good,0.574
9,Good,0.557
10,Good,0.516
11,Good,0.588
12,Good,0.535
13,Good,0.530
14,Good,0.516
15,Good,0.533
16,Good,0.527
17,Good,0.539
18,Good,0.571
19,Good,0.563
20,Good,5.031
21,Good,0.543
22,Good,0.789
23,Good,0.660
24,Good,0.599
25,Good,0.610
26,Good,0.598
27,Good,0.645
28,Good,0.627
29,Good,0.531
30,Good,0.551
31,Good,0.595
32,Good,0.519
33,Good,0.529
34,Good,0.574
35,Good,0.535
36,Good,0.523
37,Good,0.521
38,Good,0.621
39,Good,0.702
40,Good,0.655
41,Good,0.740
42,Good,0.680
43,Good,0.621
44,Good,0.602
45,Good,0.604
46,Good,0.730
47,Good,0.689
48,Good,0.674
49,Good,0.559
50,Good,3.354
51,Good,0.548
52,Good,0.534
53,Good,0.546
54,Good,0.507
55,Good,0.581
56,Good,0.530
57,Good,0.637
58,Good,0.528
59,Good,0.539
60,Good,0.521
61,Good,0.495
62,Good,0.580
63,Good,0.515
64,Good,0.534
65,Good,0.521
66,Good,0.552
67,Good,0.509
68,Good,0.572
69,Good,0.544
70,Good,0.532
71,Good,0.534
72,Good,0.617
73,Good,0.545
74,Good,0.522
75,Good,0.526
76,Good,0.672
77,Good,0.631
78,Good,0.644
79,Good,0.632
80,Good,3.058
81,Good,0.603
82,Good,0.679
83,Good,0.602
84,Good,0.603
85,Good,0.592
86,Good,0.552
87,Good,0.602
88,Good,0.648
89,Good,0.573
90,Good,0.588
91,Good,0.589
92,Good,0.614
93,Good,0.618
94,Good,0.614
95,Good,0.598
96,Good,0.751
97,Good,0.595
98,Good,0.601
99,Good,0.591
100,Good,0.596
101,Good,0.589
102,Good,0.565
103,Good,0.607
104,Good,0.616
105,Good,0.515
106,Good,0.533
107,Good,0.502
108,Good,0.613
109,Good,0.532
110,Good,0.512
111,Good,0.517
112,Good,0.523
113,Good,0.552
