value_last_recv,timestamp_chg
13,45706839000
14,45707146000
15,45707453000
16,45707760000
17,45708069000
18,45708377000
19,45708685000
20,45708991000
21,45709298000
22,45709605000
23,45709911000
24,45710217000
25,45710522000
26,45710829000
27,45711135000
28,45711441000
29,45711747000
30,45712055000
31,45712361000
32,45712667000
33,45712973000
34,45713280000
35,45713587000
36,45713893000
37,45714200000
38,45714507000
39,45714814000
40,45715120000
41,45715427000
42,45715733000
43,45716040000
44,45716346000
45,45716653000
46,45716959000
47,45717265000
48,45717571000
49,45717877000
50,45718184000
51,45718490000
52,45718797000
53,45719103000
54,45719410000
55,45719717000
56,45720024000
57,45720330000
58,45720636000
59,45720942000
60,45721249000
61,45721554000
62,45721861000
63,45722167000
64,45722474000
65,45722780000
66,45723086000
67,45723392000
68,45723699000
69,45724005000
70,45724311000
71,45724618000
72,45724924000
73,45725230000
74,45725537000
75,45725844000
76,45726151000
77,45726457000
78,45726763000
79,45727070000
80,45727377000
81,45727684000
82,45727990000
83,45728297000
84,45728603000
85,45728910000
86,45729217000
87,45729524000
88,45729830000
89,45730137000
90,45730443000
91,45730750000
92,45731057000
93,45731363000
94,45731670000
95,45731976000
96,45732282000
97,45732589000
98,45732894000
99,45733201000
100,45733507000
101,45733813000
102,45734120000
103,45734427000
104,45734733000
105,45735040000
106,45735346000
107,45735653000
108,45735959000
109,45736265000
110,45736571000
111,45736877000
112,45737183000
113,45737490000
114,45737797000
115,45738103000
116,45738409000
117,45738715000
118,45739021000
119,45739327000
120,45739633000
121,45739940000
122,45740247000
123,45740553000
124,45740860000
125,45741166000
126,45741473000
127,45741779000
128,45742085000
129,45742391000
130,45742697000
131,45743003000
132,45743309000
133,45743615000
134,45743921000
135,45744227000
136,45744534000
137,45744840000
138,45745147000
139,45745453000
140,45745761000
141,45746067000
142,45746374000
143,45746680000
144,45746987000
145,45747293000
146,45747599000
147,45747905000
148,45748211000
149,45748517000
150,45748823000
151,45749131000
152,45749437000
153,45749744000
154,45750050000
155,45750356000
156,45750662000
157,45750969000
158,45751275000
159,45751581000
160,45751887000
161,45752193000
162,45752500000
163,45752807000
164,45753113000
165,45753420000
166,45753725000
167,45754032000
168,45754338000
169,45754644000
170,45754951000
171,45755257000
172,45755563000
173,45755871000
174,45756177000
175,45756483000
176,45756790000
177,45757097000
178,45757403000
179,45757710000
180,45758017000
181,45758323000
182,45758630000
183,45758937000
184,45759243000
185,45759550000
186,45759857000
187,45760163000
188,45760470000
189,45760777000
190,45761083000
191,45761390000
192,45761697000
193,45762003000
194,45762310000
195,45762617000
196,45762924000
197,45763230000
198,45763537000
199,45763843000
200,45764150000
201,45764455000
202,45764761000
203,45765068000
204,45765375000
205,45765681000
206,45765987000
207,45766294000
208,45766601000
209,45766907000
210,45767213000
211,45767520000
212,45767826000
213,45768133000
214,45768439000
215,45768745000
216,45769051000
217,45769357000
218,45769664000
219,45769970000
220,45770277000
221,45770582000
222,45770889000
223,45771196000
224,45771502000
225,45771809000
226,45772115000
227,45772421000
228,45772727000
229,45773034000
230,45773340000
231,45773647000
232,45773953000
233,45774261000
234,45774567000
235,45774872000
236,45775179000
237,45775484000
238,45775791000
239,45776097000
240,45776403000
241,45776710000
242,45777017000
243,45777324000
244,45777630000
245,45777937000
246,45778243000
247,45778550000
248,45778856000
249,45779163000
250,45779469000
251,45779775000
252,45780082000
253,45780388000
254,45780693000
255,45781000000
256,45781307000
257,45781613000
258,45781920000
259,45782227000
260,45782534000
261,45782840000
262,45783147000
263,45783453000
264,45783760000
265,45784067000
266,45784373000
267,45784680000
268,45784988000
269,45785294000
270,45785602000
271,45785910000
272,45786215000
273,45786521000
274,45786828000
275,45787135000
276,45787441000
277,45787748000
278,45788055000
279,45788362000
280,45788668000
281,45788975000
282,45789281000
283,45789587000
284,45789893000
285,45790200000
286,45790507000
287,45790814000
288,45791120000
289,45791427000
290,45791733000
291,45792040000
292,45792347000
293,45792653000
294,45792960000
295,45793267000
296,45793573000
297,45793880000
298,45794186000
299,45794493000
300,45794799000
301,45795105000
302,45795411000
303,45795717000
304,45796024000
305,45796332000
306,45796638000
307,45796943000
308,45797250000
309,45797556000
310,45797862000
311,45798169000
312,45798475000
313,45798781000
314,45799087000
315,45799393000
316,45799700000
317,45800007000
318,45800312000
319,45800619000
320,45800925000
321,45801231000
322,45801539000
323,45801845000
324,45802151000
325,45802457000
326,45802764000
327,45803070000
328,45803377000
329,45803683000
330,45803989000
331,45804295000
332,45804603000
333,45804909000
334,45805215000
335,45805521000
336,45805827000
337,45806133000
338,45806440000
339,45806745000
340,45807053000
341,45807360000
342,45807667000
343,45807974000
344,45808281000
345,45808587000
346,45808893000
347,45809200000
348,45809506000
349,45809812000
350,45810119000
351,45810425000
352,45810731000
353,45811037000
354,45811344000
355,45811650000
356,45811957000
357,45812263000
358,45812570000
359,45812877000
360,45813183000
361,45813490000
362,45813797000
363,45814103000
364,45814410000
365,45814717000
366,45815024000
367,45815330000
368,45815637000
369,45815943000
370,45816250000
371,45816557000
372,45816863000
373,45817171000
374,45817477000
375,45817783000
376,45818090000
377,45818396000
378,45818703000
379,45819009000
380,45819315000
381,45819621000
382,45819927000
383,45820233000
384,45820540000
385,45820847000
386,45821153000
387,45821460000
388,45821767000
389,45822074000
390,45822380000
391,45822687000
392,45822993000
393,45823300000
394,45823606000
395,45823913000
396,45824219000
397,45824525000
398,45824831000
399,45825137000
400,45825444000
401,45825751000
402,45826057000
403,45826363000
404,45826670000
405,45826977000
406,45827284000
407,45827590000
408,45827898000
409,45828204000
410,45828511000
411,45828817000
412,45829123000
413,45829430000
414,45829737000
415,45830043000
416,45830350000
417,45830657000
418,45830963000
419,45831269000
420,45831576000
421,45831882000
422,45832189000
423,45832496000
424,45832803000
425,45833109000
426,45833415000
427,45833721000
428,45834027000
429,45834333000
430,45834640000
431,45834948000
432,45835253000
433,45835560000
434,45835866000
435,45836173000
436,45836479000
437,45836785000
438,45837091000
439,45837397000
440,45837704000
441,45838010000
442,45838317000
443,45838623000
444,45838929000
445,45839235000
446,45839541000
447,45839847000
448,45840153000
449,45840460000
450,45840765000
451,45841072000
452,45841379000
453,45841685000
454,45841991000
455,45842297000
456,45842604000
457,45842911000
458,45843217000
459,45843523000
460,45843830000
461,45844137000
462,45844443000
463,45844750000
464,45845056000
465,45845362000
466,45845669000
467,45845975000
468,45846282000
