value_last_recv,timestamp_chg
13,61128990000
14,61129245000
15,61129501000
16,61129756000
17,61130012000
18,61130268000
19,61130524000
20,61130779000
21,61131035000
22,61131291000
23,61131547000
24,61131803000
25,61132059000
26,61132316000
27,61132572000
28,61132828000
29,61133083000
30,61133340000
31,61133596000
32,61133851000
33,61134106000
34,61134362000
35,61134618000
36,61134874000
37,61135130000
38,61135386000
39,61135642000
40,61135898000
41,61136154000
42,61136409000
43,61136665000
44,61136921000
45,61137177000
46,61137432000
47,61137689000
48,61137944000
49,61138201000
50,61138456000
51,61138711000
52,61138967000
53,61139223000
54,61139479000
55,61139735000
56,61139993000
57,61140248000
58,61140504000
59,61140759000
60,61141016000
61,61141271000
62,61141526000
63,61141781000
64,61142037000
65,61142293000
66,61142548000
67,61142804000
68,61143060000
69,61143316000
70,61143572000
71,61143828000
72,61144083000
73,61144339000
74,61144595000
75,61144851000
76,61145107000
77,61145362000
78,61145620000
79,61145874000
80,61146131000
81,61146386000
82,61146642000
83,61146897000
84,61147152000
85,61147407000
86,61147662000
87,61147917000
88,61148172000
89,61148427000
90,61148682000
91,61148939000
92,61149194000
93,61149450000
94,61149705000
95,61149961000
96,61150218000
97,61150474000
98,61150731000
99,61150986000
100,61151242000
101,61151499000
102,61151755000
103,61152011000
104,61152267000
105,61152523000
106,61152780000
107,61153035000
108,61153291000
109,61153547000
110,61153803000
111,61154060000
112,61154315000
113,61154571000
114,61154827000
115,61155084000
116,61155340000
117,61155596000
118,61155851000
119,61156106000
120,61156363000
121,61156619000
122,61156874000
123,61157131000
124,61157386000
125,61157641000
126,61157896000
127,61158151000
128,61158408000
129,61158663000
130,61158919000
131,61159174000
132,61159431000
133,61159686000
134,61159943000
135,61160199000
136,61160455000
137,61160711000
138,61160967000
139,61161222000
140,61161479000
141,61161734000
142,61161992000
143,61162246000
144,61162502000
145,61162759000
146,61163014000
147,61163270000
148,61163525000
149,61163781000
150,61164037000
151,61164293000
152,61164547000
153,61164801000
154,61165057000
155,61165313000
156,61165569000
157,61165825000
158,61166082000
159,61166338000
160,61166594000
161,61166850000
162,61167106000
163,61167361000
164,61167616000
165,61167872000
166,61168128000
167,61168384000
168,61168640000
169,61168896000
170,61169152000
171,61169407000
172,61169663000
173,61169920000
174,61170176000
175,61170432000
176,61170687000
177,61170943000
178,61171198000
179,61171454000
180,61171710000
181,61171966000
182,61172222000
183,61172477000
184,61172733000
185,61172990000
186,61173245000
187,61173501000
188,61173756000
189,61174011000
190,61174267000
191,61174523000
192,61174780000
193,61175035000
194,61175291000
195,61175547000
196,61175803000
197,61176058000
198,61176314000
199,61176570000
200,61176826000
201,61177082000
202,61177337000
203,61177592000
204,61177847000
205,61178103000
206,61178359000
207,61178615000
208,61178871000
209,61179126000
210,61179382000
211,61179638000
212,61179894000
213,61180151000
214,61180406000
215,61180661000
216,61180916000
217,61181171000
218,61181426000
219,61181681000
220,61181936000
221,61182192000
222,61182447000
223,61182702000
224,61182957000
225,61183212000
226,61183467000
227,61183723000
228,61183980000
229,61184235000
230,61184491000
231,61184747000
232,61185003000
233,61185259000
234,61185515000
235,61185770000
236,61186025000
237,61186281000
238,61186537000
239,61186793000
240,61187050000
241,61187305000
242,61187561000
243,61187817000
244,61188073000
245,61188329000
246,61188586000
247,61188841000
248,61189097000
249,61189353000
250,61189609000
251,61189865000
252,61190121000
253,61190377000
254,61190633000
255,61190889000
256,61191146000
257,61191402000
258,61191657000
259,61191914000
260,61192170000
261,61192427000
262,61192682000
263,61192939000
264,61193195000
265,61193451000
266,61193708000
267,61193963000
268,61194219000
269,61194475000
270,61194730000
271,61194985000
272,61195240000
273,61195496000
274,61195750000
275,61196005000
276,61196260000
277,61196515000
278,61196771000
279,61197027000
280,61197283000
281,61197540000
282,61197795000
283,61198051000
284,61198305000
285,61198559000
286,61198815000
287,61199071000
288,61199326000
289,61199580000
290,61199835000
291,61200092000
292,61200348000
293,61200603000
294,61200859000
295,61201114000
296,61201369000
297,61201625000
298,61201880000
299,61202136000
300,61202392000
301,61202647000
302,61202902000
303,61203157000
304,61203413000
305,61203669000
306,61203925000
307,61204181000
308,61204437000
309,61204692000
310,61204946000
311,61205202000
312,61205459000
313,61205715000
314,61205971000
315,61206227000
316,61206483000
317,61206740000
318,61206995000
319,61207251000
320,61207506000
321,61207761000
322,61208017000
323,61208273000
324,61208530000
325,61208785000
326,61209041000
327,61209296000
328,61209552000
329,61209809000
330,61210064000
331,61210321000
332,61210576000
333,61210832000
334,61211089000
335,61211345000
336,61211601000
337,61211857000
338,61212113000
339,61212370000
340,61212625000
341,61212880000
342,61213136000
343,61213392000
344,61213648000
345,61213904000
346,61214160000
347,61214414000
348,61214670000
349,61214924000
350,61215180000
351,61215435000
352,61215690000
353,61215945000
354,61216200000
355,61216455000
356,61216711000
357,61216966000
358,61217221000
359,61217477000
360,61217733000
361,61217990000
362,61218244000
363,61218499000
364,61218754000
365,61219011000
366,61219266000
367,61219521000
368,61219777000
369,61220031000
370,61220288000
371,61220544000
372,61220800000
373,61221055000
374,61221311000
